cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MO,MS,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-19,0.6885245901639344,,,0.7380952380952381,,0.6035242290748899,0.4666666666666667,0.7142857142857143,0.3333333333333333,0.5,0.5,,,,0.8,0.3953488372093023,0.5478260869565217,0.575,0.26666666666666666,0.4925373134328358,,0.5714285714285714,0.6888888888888889,0.9148936170212766,0.5,,0.4262295081967213,0.7894736842105263,0.6851851851851852,0.40522875816993464,,,
-18,0.696969696969697,,,0.65,0.8823529411764706,0.6753246753246753,0.4972067039106145,,0.38666666666666666,0.4528301886792453,0.5588235294117647,0.5833333333333334,,,,0.30434782608695654,0.5773195876288659,0.4117647058823529,,0.6190476190476191,,0.47058823529411764,0.7068965517241379,,0.5,0.4528301886792453,0.3,,0.6381322957198443,0.4673913043478261,,,
-17,0.6842105263157895,0.5476190476190477,,0.7,0.8163265306122449,0.6157635467980296,0.41414141414141414,,0.391304347826087,0.6041666666666666,0.6206896551724138,0.6530612244897959,0.5609756097560976,,0.92,0.28,0.584,0.6136363636363636,,,,,0.6857142857142857,0.8823529411764706,,0.3950617283950617,,0.813953488372093,0.6627906976744186,0.49504950495049505,,,
-16,0.6727272727272727,0.4074074074074074,,0.7454545454545455,0.8333333333333334,0.6103896103896104,0.45549738219895286,0.7142857142857143,0.5806451612903226,0.5116279069767442,0.5384615384615384,0.6415094339622641,0.525,,,,0.6218487394957983,0.5909090909090909,0.21875,0.6363636363636364,,0.5428571428571428,0.5686274509803921,0.8387096774193549,0.4,0.5,,0.75,0.6313559322033898,0.49137931034482757,,,
-15,0.7222222222222222,0.42857142857142855,,0.7954545454545454,0.8372093023255814,0.6011560693641619,0.42424242424242425,,0.3793103448275862,0.4745762711864407,0.6896551724137931,,,,0.8636363636363636,0.3142857142857143,0.559322033898305,0.42105263157894735,0.3333333333333333,,0.625,0.6285714285714286,0.6896551724137931,,0.4,0.43243243243243246,0.3870967741935484,,0.6831683168316832,0.5365853658536586,0.6363636363636364,,
-14,0.6206896551724138,0.35714285714285715,,0.7714285714285715,,0.609375,0.4318181818181818,,0.41379310344827586,0.7209302325581395,0.625,0.7303370786516854,0.45652173913043476,,0.7368421052631579,0.3409090909090909,0.5833333333333334,0.45,,0.5,,,0.8,,,,,0.7333333333333333,0.6875,0.4473684210526316,,,
-13,,0.6111111111111112,,0.7538461538461538,0.8055555555555556,0.6419753086419753,0.42679127725856697,,0.4727272727272727,0.5752212389380531,0.7272727272727273,0.8121827411167513,0.42857142857142855,,0.8045977011494253,0.4225352112676056,0.5367647058823529,0.32142857142857145,0.17647058823529413,0.5692307692307692,0.5151515151515151,0.5494505494505495,0.6666666666666666,0.896551724137931,0.6,0.47,0.4025974025974026,0.7894736842105263,0.639344262295082,0.5333333333333333,0.6,,0.8813559322033898
-12,0.6883116883116883,0.6166666666666667,,0.7377049180327869,0.8235294117647058,0.684981684981685,0.5505050505050505,,0.4013605442176871,0.5909090909090909,0.8,0.8090452261306532,0.525,,0.71,0.3387096774193548,0.47802197802197804,0.4,,0.7111111111111111,,0.5728155339805825,0.6666666666666666,0.9565217391304348,0.45454545454545453,0.3146067415730337,0.5161290322580645,0.7592592592592593,0.6363636363636364,0.45161290322580644,0.8,,
-11,0.647887323943662,0.3888888888888889,0.6,0.7906976744186046,0.8490566037735849,0.6410256410256411,0.4854111405835544,,0.3560606060606061,0.6666666666666666,0.6744186046511628,0.8232323232323232,0.3684210526315789,0.3333333333333333,0.75,0.3673469387755102,0.5825242718446602,0.4,,0.5194805194805194,0.5526315789473685,0.5353535353535354,0.6976744186046512,0.7592592592592593,0.14285714285714285,0.41414141414141414,,0.7647058823529411,0.6532663316582915,0.44,0.6666666666666666,,
-10,0.6081081081081081,,,,0.8604651162790697,0.7315315315315315,0.5191740412979351,0.85,0.36942675159235666,0.6347826086956522,0.717948717948718,0.8192090395480226,0.5,,0.768595041322314,0.40816326530612246,0.5294117647058824,0.46296296296296297,,0.5423728813559322,,0.5132743362831859,0.4482758620689655,0.8461538461538461,0.42857142857142855,0.33663366336633666,0.43209876543209874,0.7608695652173914,0.6153846153846154,0.41208791208791207,,,0.8108108108108109
-9,0.7222222222222222,0.5961538461538461,,0.625,0.8,0.6353383458646616,0.550561797752809,,0.31724137931034485,0.58,0.8085106382978723,0.7664670658682635,,,0.8165137614678899,0.2972972972972973,0.384,0.5227272727272727,,0.569620253164557,0.7142857142857143,0.528,0.7272727272727273,0.9512195121951219,,0.375,0.5,0.9111111111111111,0.6408163265306123,0.45185185185185184,,0.5263157894736842,0.9285714285714286
-8,0.5757575757575758,0.5641025641025641,,0.8541666666666666,0.75,0.6584362139917695,0.4909090909090909,,0.3120567375886525,0.5583333333333333,0.6842105263157895,0.80625,0.49019607843137253,,0.6944444444444444,0.3333333333333333,0.5,0.3877551020408163,0.3333333333333333,0.5166666666666667,,0.49107142857142855,0.75,0.7777777777777778,,0.4318181818181818,0.4423076923076923,0.7368421052631579,0.5358851674641149,0.4489795918367347,0.625,,
-7,0.7454545454545455,,,,,0.628,0.4765840220385675,,0.38372093023255816,0.5283018867924528,,0.8554913294797688,,,0.7526881720430108,0.2222222222222222,0.39759036144578314,0.4166666666666667,0.4642857142857143,0.5875,,0.45054945054945056,0.36363636363636365,0.7894736842105263,0.3,0.38095238095238093,0.34146341463414637,0.7962962962962963,0.6065573770491803,0.464,,,
-6,0.7755102040816326,0.42857142857142855,,0.6842105263157895,0.9130434782608695,0.6498422712933754,0.5341772151898734,0.6521739130434783,0.34146341463414637,0.5891472868217055,0.7941176470588235,0.7537688442211056,0.46511627906976744,,0.8037383177570093,0.25333333333333335,0.4672897196261682,0.4782608695652174,0.3409090909090909,0.5555555555555556,0.35714285714285715,0.5802469135802469,0.7222222222222222,0.9137931034482759,0.5384615384615384,0.4444444444444444,0.25316455696202533,0.7346938775510204,0.6209386281588448,0.4065040650406504,0.6666666666666666,,
-5,0.6923076923076923,0.4230769230769231,,,0.9069767441860465,0.6724137931034483,0.5498575498575499,,0.2972972972972973,0.5662650602409639,0.7317073170731707,0.841025641025641,0.3793103448275862,,0.8365384615384616,0.36,0.4174757281553398,0.4411764705882353,,0.5280898876404494,0.7037037037037037,0.6444444444444445,0.7407407407407407,0.9069767441860465,0.2222222222222222,0.4074074074074074,0.3225806451612903,0.7419354838709677,0.7058823529411765,0.5,0.6923076923076923,,
-4,0.7096774193548387,0.4523809523809524,,,0.8611111111111112,0.6763848396501457,0.5240963855421686,,0.3577981651376147,0.6133333333333333,0.7894736842105263,0.769811320754717,,0.7142857142857143,0.7213114754098361,0.35135135135135137,0.432,0.37777777777777777,0.5510204081632653,0.6296296296296297,,0.4948453608247423,0.7142857142857143,0.9130434782608695,0.35714285714285715,0.4700854700854701,0.3076923076923077,0.8507462686567164,0.6470588235294118,0.391304347826087,0.75,,0.8947368421052632
-3,0.6865671641791045,0.6363636363636364,,0.5957446808510638,0.8571428571428571,0.7204968944099379,0.5187319884726225,,0.29891304347826086,0.6258064516129033,0.675,0.7894736842105263,,,0.7850467289719626,0.3493975903614458,0.5306122448979592,0.46,,0.573170731707317,0.5757575757575758,0.5221238938053098,0.5,0.9210526315789473,0.6363636363636364,0.45901639344262296,0.3283582089552239,0.7777777777777778,0.6374045801526718,0.4915254237288136,,,
-2,0.5285714285714286,0.45714285714285713,,0.8571428571428571,0.8611111111111112,0.6840490797546013,0.5167597765363129,0.8125,0.26521739130434785,0.528169014084507,0.696969696969697,0.7627906976744186,,,0.7653061224489796,0.2077922077922078,0.47058823529411764,0.46808510638297873,0.5957446808510638,0.603448275862069,0.5217391304347826,0.5096153846153846,0.6086956521739131,0.8163265306122449,0.625,0.4421052631578947,0.3548387096774194,0.7586206896551724,0.6384364820846905,0.4306569343065693,0.5714285714285714,0.6,
-1,0.6935483870967742,,,,0.8571428571428571,0.672514619883041,0.5317073170731708,,0.2708333333333333,0.5641025641025641,,0.8304093567251462,,,0.7722772277227723,0.2153846153846154,0.49700598802395207,0.45454545454545453,0.3902439024390244,0.5108695652173914,0.7333333333333333,0.49514563106796117,0.5625,0.8541666666666666,0.45454545454545453,0.42391304347826086,0.3225806451612903,0.7857142857142857,0.6340694006309149,0.5467625899280576,0.8181818181818182,,0.8529411764705882
0,0.6410256410256411,0.44,,,0.75,0.6582278481012658,0.5024875621890548,,0.2602739726027397,0.52046783625731,0.7027027027027027,0.7960199004975125,,,0.7127659574468085,0.2571428571428571,0.4785714285714286,0.37735849056603776,,0.49504950495049505,0.6153846153846154,0.5510204081632653,0.6176470588235294,0.9215686274509803,0.5,0.38666666666666666,0.20754716981132076,0.7058823529411765,0.6197183098591549,0.5,0.8333333333333334,,
1,0.5483870967741935,0.43333333333333335,,,0.8125,0.69164265129683,0.5653266331658291,,0.35148514851485146,0.5585106382978723,0.6666666666666666,0.7554347826086957,0.47368421052631576,,0.7545454545454545,0.2702702702702703,0.44755244755244755,0.46511627906976744,0.5625,0.5701754385964912,0.6428571428571429,0.4807692307692308,0.5238095238095238,0.868421052631579,0.6470588235294118,0.3898305084745763,0.27692307692307694,0.8,0.5982404692082112,0.4772727272727273,0.8,,0.8823529411764706
2,0.5576923076923077,,,,0.7674418604651163,0.6589595375722543,0.5521628498727735,,0.3063063063063063,0.5031055900621118,,0.7514450867052023,,,0.7651515151515151,0.23076923076923078,0.4697986577181208,0.3695652173913043,,0.5952380952380952,,0.6565656565656566,0.5151515151515151,0.8292682926829268,,0.4864864864864865,0.3,,0.6343042071197411,0.4307692307692308,,,0.7586206896551724
3,0.5849056603773585,0.5172413793103449,,0.8181818181818182,0.8260869565217391,0.6735395189003437,0.5255681818181818,0.8571428571428571,0.2358974358974359,0.574468085106383,,0.7344632768361582,0.5245901639344263,,0.8,0.28205128205128205,0.45323741007194246,0.38596491228070173,,0.5393258426966292,0.72,0.6,0.6176470588235294,0.8461538461538461,0.35714285714285715,0.4745762711864407,0.26865671641791045,0.7592592592592593,0.6386292834890965,0.4336283185840708,,,0.875
4,,,,0.7272727272727273,,0.6392156862745098,0.5261707988980716,,0.30256410256410254,0.5,,0.745,0.45454545454545453,,0.776595744680851,0.2839506172839506,0.5142857142857142,0.4318181818181818,0.6363636363636364,0.5350877192982456,0.7391304347826086,0.6235294117647059,0.7,0.7333333333333333,0.4,0.3389830508474576,0.3382352941176471,0.6842105263157895,0.6140350877192983,0.4864864864864865,0.6842105263157895,,
5,,,,,0.8409090909090909,0.6311475409836066,0.5052083333333334,,0.24705882352941178,0.4019607843137255,,0.7318435754189944,0.45454545454545453,,,0.32857142857142857,0.49557522123893805,0.5526315789473685,0.5675675675675675,0.5583333333333333,,0.6153846153846154,0.696969696969697,0.9333333333333333,0.42857142857142855,0.3968253968253968,0.2916666666666667,0.7608695652173914,0.6624472573839663,0.4496124031007752,,,0.7857142857142857
6,0.4782608695652174,0.41935483870967744,0.3333333333333333,0.6666666666666666,0.8571428571428571,0.6995884773662552,0.4551282051282051,,0.26011560693641617,0.5229357798165137,0.6764705882352942,0.7961783439490446,0.3953488372093023,,0.7848101265822784,0.37037037037037035,0.48717948717948717,0.43243243243243246,0.5454545454545454,0.5094339622641509,,0.6071428571428571,0.5416666666666666,0.7692307692307693,0.5714285714285714,0.46,0.2222222222222222,0.7407407407407407,0.599290780141844,0.47959183673469385,0.5882352941176471,,0.7
7,0.7166666666666667,0.43478260869565216,,0.6296296296296297,0.8571428571428571,0.5918367346938775,0.5306603773584906,0.75,0.3056768558951965,0.5306122448979592,0.6875,0.8066037735849056,,,0.8703703703703703,0.2236842105263158,0.4305555555555556,0.48214285714285715,0.3541666666666667,0.5666666666666667,0.6153846153846154,0.5545454545454546,0.7307692307692307,0.8695652173913043,,0.39,0.3855421686746988,0.6545454545454545,0.5903225806451613,0.48333333333333334,0.6875,,0.9354838709677419
8,0.5517241379310345,0.43243243243243246,,0.7435897435897436,0.8545454545454545,0.5679442508710801,0.4888392857142857,,0.40425531914893614,0.5038167938931297,0.6875,0.7443946188340808,0.48333333333333334,,0.7555555555555555,0.27906976744186046,0.4076923076923077,0.48717948717948717,0.43548387096774194,0.5363636363636364,,0.5,0.43333333333333335,0.8723404255319149,0.23076923076923078,,0.4489795918367347,0.6727272727272727,0.6615384615384615,0.47619047619047616,0.8076923076923077,,
9,0.5862068965517241,0.3870967741935484,,,0.8235294117647058,0.5670103092783505,0.46205357142857145,,0.32489451476793246,0.5476190476190477,0.7878787878787878,0.757847533632287,,0.5555555555555556,0.6885245901639344,0.2638888888888889,0.44155844155844154,0.43478260869565216,0.484375,0.5,,0.5196850393700787,0.5263157894736842,0.8793103448275862,0.2857142857142857,0.5604395604395604,0.4027777777777778,0.7384615384615385,0.6337662337662338,0.5102040816326531,0.7391304347826086,,0.8095238095238095
10,0.5714285714285714,0.47619047619047616,,,0.9411764705882353,0.6303501945525292,0.4880382775119617,,0.3422222222222222,0.5126050420168067,0.6428571428571429,0.7744360902255639,0.37037037037037035,,0.6785714285714286,0.22916666666666666,0.5075757575757576,0.45454545454545453,0.5223880597014925,0.5196850393700787,,0.53125,0.5405405405405406,,,0.3333333333333333,0.3333333333333333,0.7358490566037735,0.6480446927374302,0.5384615384615384,0.72,,0.8260869565217391
11,0.5737704918032787,0.47368421052631576,,,,0.595166163141994,0.5190839694656488,,0.3037383177570093,0.48484848484848486,0.7575757575757576,0.7346938775510204,,,0.7105263157894737,,0.4714285714285714,0.4583333333333333,0.44285714285714284,0.5901639344262295,,0.4857142857142857,0.5333333333333333,0.8709677419354839,0.3333333333333333,0.48333333333333334,0.49019607843137253,0.7321428571428571,0.6135693215339233,0.49206349206349204,0.8181818181818182,0.375,0.8857142857142857
12,0.5135135135135135,0.3829787234042553,,0.625,0.8529411764705882,0.6411764705882353,0.4654255319148936,,0.32432432432432434,0.45323741007194246,0.7741935483870968,0.7352941176470589,,,0.7589285714285714,0.3770491803278688,0.3,0.46511627906976744,0.5535714285714286,0.5181818181818182,,0.5113636363636364,0.7096774193548387,0.9117647058823529,,0.45454545454545453,,0.7592592592592593,0.6256684491978609,0.5074626865671642,0.7777777777777778,,0.7073170731707317
13,0.48484848484848486,0.30303030303030304,,,,0.5804195804195804,0.5443645083932853,,0.3217821782178218,0.460431654676259,,0.7593582887700535,,,0.7099236641221374,0.23076923076923078,0.4723926380368098,0.4528301886792453,0.52,0.5564516129032258,,0.5701754385964912,0.675,,,0.45689655172413796,0.3333333333333333,0.6944444444444444,0.5856164383561644,0.5094339622641509,,0.5,0.8666666666666667
14,0.6025641025641025,,,,,0.6555183946488294,0.5012658227848101,0.5833333333333334,0.3553299492385787,0.4117647058823529,0.6666666666666666,0.7828571428571428,0.46511627906976744,,0.6581196581196581,0.3225806451612903,0.5118110236220472,0.38095238095238093,,0.5422535211267606,,0.5086206896551724,0.6111111111111112,0.9090909090909091,,0.4811320754716981,0.5573770491803278,0.7397260273972602,0.595679012345679,0.5609756097560976,0.8095238095238095,,
15,0.5454545454545454,,,,,0.6214511041009464,0.548051948051948,,0.27699530516431925,0.4883720930232558,,0.7625,0.5227272727272727,,0.6666666666666666,0.3148148148148148,0.5158730158730159,0.4117647058823529,,0.5157894736842106,,0.47619047619047616,0.7027027027027027,0.8888888888888888,0.2727272727272727,0.4537037037037037,0.5714285714285714,0.7222222222222222,0.6199376947040498,0.6413793103448275,0.7,,
16,0.4805194805194805,0.40476190476190477,0.25,,,0.6287878787878788,0.5,,0.2524752475247525,0.3533834586466165,0.78125,0.7152317880794702,0.4583333333333333,,0.7807017543859649,0.24074074074074073,0.45794392523364486,0.34146341463414637,,0.46710526315789475,,0.6228070175438597,0.6521739130434783,0.8695652173913043,0.2857142857142857,0.4205607476635514,0.54,0.7230769230769231,0.676923076923077,0.5869565217391305,,0.25,0.8285714285714286
